"uniqueid","highest_severity_rank","max_charge"
12873063,5,4
12873065,5,4
12873067,6,5
12873095,4,2
12873099,7,3
12873152,5,1
12873154,5,1
12873176,5,4
12873178,5,4
12873198,4,3
12873200,5,3
12873215,5,2
12873216,5,1
12873229,5,2
12873247,4,6
12873279,4,6
12873280,6,5
12873286,5,3
12873369,5,4
12873373,5,5
12873380,6,1
12873403,5,1
12873416,5,1
12873419,5,3
12873420,5,2
12873423,5,6
12873615,7,10
12873642,5,1
12873661,5,1
12873667,5,1
12873676,5,1
12873678,5,3
12873688,6,4
12873698,5,1
12873710,5,3
12873722,6,8
12873724,4,1
12873738,6,4
12873755,3,4
12873761,4,1
12873772,5,2
12873777,6,11
12873793,5,2
12873798,4,1
12873824,5,4
12873826,5,5
12873834,5,3
12873849,4,4
12873894,3,2
12873902,4,2
12873904,4,2
12873905,5,2
12873929,4,3
12873943,5,3
12873952,6,2
12873998,4,2
12874031,5,3
12874052,5,1
12874127,5,5
12874513,6,1
12874516,5,1
12874696,4,4
12874706,5,5
12874707,5,3
12874716,5,2
12874719,5,4
12874721,6,1
12874736,4,4
12874740,4,2
12874743,4,6
12874758,5,17
12874765,4,3
12874766,5,3
12874768,5,7
12874772,5,8
12874783,5,2
12874787,4,2
12874789,4,1
12874793,5,2
12874794,5,5
12874795,5,2
12874796,4,3
12874839,4,5
12874841,5,4
12874845,5,5
12874858,5,2
12874860,5,2
12874868,5,1
12874869,7,3
12874881,5,3
12874923,4,1
12874928,5,2
12874937,6,1
12874938,5,1
12874956,4,1
12874957,6,2
12874964,5,3
12874968,5,9
12874978,6,4
12874988,5,1
12874989,4,1
12875002,5,2
12875008,5,1
12875013,4,1
12875016,5,3
12875020,6,2
12875023,5,2
12875075,5,2
12875082,5,1
12875336,6,4
12875338,5,2
12875349,5,2
12875417,6,3
12875448,5,1
12875452,4,1
12875478,5,1
12875479,5,1
12875507,4,1
12875523,7,2
12875526,5,4
12875532,7,4
12875535,7,3
12875562,5,3
12875565,5,4
12875569,5,1
12875578,5,1
12875616,6,6
12875638,4,5
12875670,6,9
12875679,5,3
12875688,4,2
12875711,6,2
12875730,5,9
12875738,5,1
12875765,5,1
12875784,5,3
12877787,5,1
12877790,5,1
12877818,5,4
12877830,6,4
12877839,5,4
12877841,5,4
12877845,5,4
12877890,4,3
12877895,4,5
12877913,5,5
12877917,6,3
12877923,7,6
12877924,4,1
12877929,5,3
12877932,6,2
12877942,5,4
12877947,5,5
12877950,5,3
12877951,5,6
12877962,5,1
12877982,7,3
12877985,5,10
12877992,5,1
12878046,7,2
12878047,5,3
12878053,5,3
12878063,5,5
12878069,4,2
12878080,4,1
12878104,6,1
12878125,6,2
12878134,6,4
12878148,5,2
12878170,6,4
12878175,6,1
12878185,4,8
12878204,5,1
12878207,4,6
12878223,5,1
12878227,5,2
12878233,5,5
12878246,6,1
12878254,6,3
12878258,5,1
12878260,4,2
12878263,5,2
12878279,6,1
12878289,5,1
12878312,5,5
12878319,5,1
12878334,6,28
12878349,6,10
12878354,4,4
12878374,5,2
12878386,5,3
12878550,6,1
12878559,5,1
12878588,4,3
12878614,5,4
12878622,5,1
12878631,5,2
12878648,4,1
12878679,4,1
12878681,5,5
12878716,4,1
12878721,5,1
12878753,6,2
12878759,7,3
12878762,5,5
12878785,4,2
12878788,5,4
12878795,6,7
12878805,4,1
12878903,6,4
12878912,3,4
12878919,5,4
12878939,6,1
12878943,5,1
12878953,5,1
12878955,6,5
12878960,5,1
12878962,4,1
12879003,5,3
12879055,5,2
12879283,5,1
12879300,5,2
12879322,6,2
12879335,6,2
12879343,6,2
12879355,5,2
12879364,6,7
12879369,4,2
12879401,6,4
12879414,4,1
12879415,5,2
12879443,5,3
12879444,4,2
12879453,5,2
12879457,5,3
12879463,5,2
12879466,4,1
12879502,5,1
12879505,4,1
12879520,6,2
12879540,6,3
12879549,4,4
12879551,6,1
12879566,4,3
12879606,4,2
12879654,5,3
12879670,5,2
12879681,6,3
12879686,6,1
12879697,5,4
12879702,5,4
12879705,7,4
12880044,5,1
12880072,5,1
12880077,4,1
12880079,5,5
12880093,5,1
12880096,5,4
12880112,6,1
12880114,6,1
12880165,6,4
12880169,7,4
12880178,4,3
12880190,6,1
12880198,6,1
12880226,7,1
12880227,5,5
12880232,6,9
12880234,6,1
12880237,4,2
12880241,4,2
12880250,4,4
12880270,6,10
12880302,5,2
12880312,7,2
12880318,5,3
12880327,6,2
12880358,6,4
12880361,5,4
12880376,5,1
12880413,5,1
12880432,5,3
12880455,6,7
12880705,7,9
12880745,5,1
12880749,7,1
12880762,4,1
12880804,5,1
12880825,6,7
12880838,7,4
12880849,5,6
12880892,5,4
12880901,4,1
12880955,5,2
12880959,5,1
12880987,4,1
12880991,5,3
12881004,5,3
12881011,6,1
12881146,6,2
12881161,4,5
12881178,5,1
12881190,5,1
12881966,6,3
12882003,5,2
12882007,4,2
12882018,5,1
12882028,5,1
12882032,4,1
12882045,6,4
12882048,7,1
12882071,7,2
12882092,5,7
12882100,5,4
12882101,7,3
12882108,5,12
12882114,5,1
12882120,6,16
12882130,4,1
12882146,4,5
12882153,5,3
12882156,5,2
12882158,5,4
12882195,5,8
12882199,7,7
12882210,5,5
12882212,5,14
12882215,6,3
12882216,7,2
12882222,6,17
12882228,4,1
12882235,3,4
12882236,7,1
12882249,7,4
12882253,5,3
12882270,5,6
12882272,4,1
12882276,6,4
12882289,5,4
12882298,5,2
12882304,4,3
12882305,7,3
12882331,6,3
12882336,5,7
12882337,4,6
12882350,7,12
12882358,4,2
12882366,5,5
12882376,5,4
12882383,5,1
12882390,6,3
12882400,5,4
12882406,5,4
12882416,3,3
12882434,5,2
12882435,5,4
12882444,5,5
12882447,5,2
12882465,6,5
12882477,5,6
12882480,5,1
12882493,5,1
12882504,6,3
12882506,5,2
12882507,5,2
12882513,7,3
12882531,4,2
12882534,4,1
12882587,4,1
12882743,5,1
12882807,6,1
12882821,5,1
12882833,4,1
12882839,5,3
12882847,4,1
12882851,5,1
12882874,5,1
12882885,5,1
12882890,5,4
12882893,5,3
12882896,5,3
12882909,5,4
12882928,7,5
12882930,5,1
12882933,5,1
12882942,5,1
12882956,5,1
12882971,5,1
12882978,6,3
12882981,5,2
12882982,5,3
12882988,5,2
12883006,6,1
12883051,6,2
12883060,4,1
12883087,5,2
12883117,7,5
12883121,5,9
12883126,5,1
12883129,5,7
12883144,5,3
12883147,5,5
12883195,5,3
12883224,5,3
12883235,5,5
12883242,5,1
12883291,5,1
12883425,4,1
12883432,5,4
12883436,6,3
12883438,5,1
12883448,4,2
12883500,6,5
12883511,7,20
12883544,6,3
12883559,7,3
12883590,5,1
12883621,4,2
12883625,6,4
12883627,5,5
12883631,5,3
12883657,5,1
12883663,4,2
12883673,4,3
12883689,4,2
12883729,6,7
12883752,4,1
12883758,3,1
12883766,4,4
12883771,5,2
12883787,5,3
12883942,4,3
12884004,5,3
12884007,6,6
12884051,5,1
12884052,4,2
12884344,5,3
12884405,5,3
12884423,6,4
12884427,5,4
12884432,5,4
12884444,5,8
12884468,5,11
12884477,6,1
12884482,5,2
12884486,5,1
12884489,5,6
12884493,5,1
12884494,5,1
12884499,5,2
12884530,5,6
12884546,5,3
12884550,6,3
12884599,5,3
12884612,6,1
12884647,5,2
12884663,5,1
12884667,6,12
12884682,5,1
12884743,5,1
12884750,5,1
12884798,5,3
12884802,6,2
12885020,6,1
12885022,6,6
12885032,5,1
12885033,7,4
12885046,5,2
12885047,5,10
12885052,5,3
12885062,4,1
12885063,5,2
12885077,4,1
12885113,6,9
12885118,6,1
12885164,5,4
12885178,4,9
12885189,6,4
12885195,4,2
12885200,4,5
12885208,5,3
12885209,6,5
12885215,6,10
12885223,7,2
12885231,5,2
12885233,6,5
12885236,4,2
12885248,5,4
12885276,6,12
12885277,5,2
12885302,5,4
12885306,6,4
12885329,5,1
12885362,5,1
12885365,6,10
12885390,4,4
12885393,6,4
12885401,6,1
12885406,6,7
12885411,5,4
12885450,5,2
12886038,6,1
12886497,6,3
12886513,5,5
12886520,7,4
12886521,4,1
12886531,5,3
12886551,7,1
12886557,4,2
12886585,5,17
12886588,5,9
12886590,4,1
12886602,5,1
12886636,7,3
12886641,5,1
12886645,5,3
12886653,7,10
12886658,6,6
12886662,5,1
12886666,5,5
12886676,5,2
12886677,6,3
12886733,6,2
12886753,6,4
12886755,5,6
12886763,4,4
12886775,5,4
12886780,5,16
12886782,6,2
12886783,5,3
12886788,5,6
12886795,5,3
12886811,4,1
12886818,5,2
12886820,5,4
12886835,4,1
12886854,4,2
12886855,5,6
12886861,5,2
12886878,4,3
12886879,6,5
12886887,5,1
12886891,5,1
12886921,6,2
12886932,5,9
12886939,7,7
12886944,4,4
12886959,5,4
12886978,5,1
12886981,5,4
12886991,5,2
12887005,5,3
12887011,5,2
12887028,5,20
12887039,4,3
12887071,5,3
12887101,6,2
12887141,5,4
12887282,5,3
12887286,4,5
12887289,4,5
12887304,4,3
12887332,6,3
12887364,7,9
12887371,5,4
12887388,6,7
12887390,5,2
12887405,5,3
12887425,4,2
12887433,6,1
12887438,4,3
12887441,6,1
12887444,4,1
12887451,4,1
12887463,5,5
12887475,5,8
12887485,5,1
12887504,5,3
12887511,5,1
12887544,4,8
12887555,5,3
12887571,5,1
12887572,6,5
12887597,5,2
12887605,4,1
12887610,6,1
12887611,5,2
12887640,5,1
12887650,4,1
12887658,5,2
12887686,7,1
12887694,5,3
12887695,6,8
12887721,5,1
12887938,5,3
12887973,7,2
12887984,5,5
12887986,5,2
12888013,7,4
12888053,7,8
12888057,5,3
12888060,5,2
12888063,5,4
12888082,6,3
12888085,6,2
12888097,5,2
12888118,5,4
12888122,4,2
12888128,5,1
12888129,5,3
12888162,5,2
12888169,5,1
12888181,4,2
12888203,5,1
12888204,6,5
12888235,5,1
12888239,6,5
12888244,7,2
12888267,5,1
12888291,7,1
12888298,6,2
12888341,5,3
12888346,6,2
12888354,6,5
12888365,3,1
12888381,5,1
12888750,5,2
12888877,4,2
12888881,5,7
12888894,6,1
12888910,4,1
12889015,5,1
12889020,5,7
12889040,5,1
12889059,7,5
12889073,4,1
12889076,5,1
12889080,5,7
12889082,6,5
12889121,6,1
12889122,6,1
12889124,6,5
12889126,6,2
12889127,6,1
12889137,7,1
12889148,6,3
12889163,6,3
12889166,6,5
12889226,6,2
12889237,4,1
12889239,6,10
12889243,4,3
12889245,5,1
12889256,4,2
12889260,7,8
12889275,6,4
12889290,5,5
12889297,6,3
12889318,5,3
12889321,5,2
12889326,5,3
12889333,5,7
12889346,5,2
12889417,5,3
12889562,7,12
12889567,5,2
12889578,5,1
12889581,5,3
12889585,5,1
12889592,5,2
12889615,5,8
12889666,4,1
12889671,5,1
12889679,5,1
12889699,6,1
12889801,5,3
12889805,5,4
12889836,4,4
12889841,7,2
12889857,5,5
12889861,7,10
12889863,5,8
12889888,4,1
12889898,6,13
12889911,4,2
12889921,5,3
12889922,6,4
12889931,5,1
12889940,7,3
12889942,4,2
12890005,4,2
12890035,5,7
12890300,6,3
12890898,6,1
12890900,6,1
12890955,5,1
12890983,5,7
12890987,6,3
12890989,4,3
12890996,5,2
12890998,5,2
12890999,5,2
12891016,5,1
12891031,5,1
12891035,5,4
12891046,5,8
12891052,5,3
12891061,5,1
12891071,5,6
12891072,5,4
12891078,5,3
12891080,5,1
12891092,4,1
12891098,5,6
12891099,5,2
12891101,5,1
12891109,6,4
12891111,6,6
12891116,5,2
12891146,5,3
12891156,5,1
12891170,5,2
12891173,6,5
12891174,5,1
12891210,5,1
12891214,6,1
12891215,5,3
12891228,5,1
12891239,5,2
12891245,6,2
12891281,5,3
12891294,5,3
12891402,5,6
12891407,5,4
12891408,7,3
12891413,7,3
12891426,4,2
12891428,5,1
12891432,5,2
12891480,5,6
12891481,5,6
12891489,5,8
12891494,5,1
12891513,5,6
12891518,5,6
12891539,4,6
12891596,6,3
12891598,4,2
12891667,6,6
12891668,5,1
12891716,6,4
12891718,6,8
12891725,5,6
12891727,6,7
12891738,6,1
12891741,5,1
12891757,7,3
12891761,4,2
12891781,5,4
12891784,5,3
12891801,4,2
12891804,3,2
12891805,5,1
12891841,5,1
12891843,5,1
12891846,4,1
12891848,3,1
12891884,5,4
12891894,5,3
12891901,5,1
12891944,5,3
12891947,5,5
12891949,6,2
12891957,5,7
12891962,4,2
12891970,7,5
12891971,6,10
12891976,7,4
12891989,5,7
12891995,5,4
12892002,5,3
12892017,5,2
12892057,6,1
12892062,3,2
12892239,5,6
12892261,5,6
12892302,5,3
12892310,5,1
12892320,5,2
12892356,4,1
12892381,4,3
12892384,5,3
12892405,6,3
12892413,5,1
12892444,6,4
12892445,4,3
12892447,7,2
12892455,5,1
12892458,4,4
12892467,5,1
12892477,4,2
12892489,5,4
12892511,6,2
12892537,6,1
12892562,4,2
12892568,5,1
12892592,5,5
12892609,6,1
12892663,4,4
12892683,7,13
12892694,5,4
12892699,5,2
12892712,6,1
12892743,5,2
12892749,6,1
12892787,5,4
12893015,5,7
12893016,6,4
12893072,4,4
12893074,5,2
12893086,5,2
12893091,7,2
12893120,5,10
12893121,5,2
12893128,6,4
12893144,6,4
12893155,6,2
12893157,6,8
12893161,7,24
12893168,5,2
12893179,5,2
12893181,5,1
12893182,6,7
12893205,5,4
12893212,5,1
12893221,5,2
12893223,5,5
12893226,6,3
12893229,5,2
12893260,4,3
12893268,5,1
12893272,5,5
12893282,4,1
12893317,4,2
12893351,5,4
12893366,5,1
12893383,5,3
12893388,6,1
12893406,5,3
12893423,5,5
12893449,6,5
12893452,5,2
12893465,6,6
12893468,6,13
12893497,5,4
12893499,4,1
12893532,5,1
12893537,5,3
12893544,6,7
12893545,6,7
12893626,4,5
12893723,5,2
12893778,5,2
12893781,6,2
12893794,5,3
12893801,6,2
12893804,7,5
12893815,5,4
12893827,7,6
12893828,4,1
12893835,6,4
12893840,7,4
12893901,6,8
12893905,6,4
12893912,4,3
12893993,4,1
12894044,4,1
12894053,5,7
12894054,5,3
12894057,6,8
12894066,6,9
12894074,5,2
12894087,6,1
12894090,7,10
12894100,4,3
12894114,5,2
12894132,5,2
12894142,5,3
12894185,5,3
12894190,5,2
12894211,6,4
12894274,5,2
12894297,5,5
12896234,6,1
12896236,5,1
12896237,5,1
12896298,4,1
12896299,5,5
12896334,5,2
12896340,5,1
12896341,4,7
12896352,5,1
12896395,6,1
12896407,5,1
12896412,4,7
12896419,4,2
12896423,5,1
12896425,5,2
12896429,5,2
12896433,4,4
12896434,5,7
12896438,4,2
12896439,5,3
12896469,5,2
12896483,6,8
12896492,6,1
12896502,5,1
12896512,5,2
12896513,6,3
12896517,6,3
12896534,7,2
12896540,5,4
12896547,5,9
12896549,5,5
12896554,7,2
12896563,5,3
12896600,7,6
12896618,6,5
12896634,5,1
12896640,5,3
12896641,5,2
12896652,5,3
12896677,5,5
12896687,5,5
12896694,5,1
12896819,4,1
12896948,5,2
12896964,4,2
12896977,5,1
12897005,6,7
12897034,7,8
12897043,6,4
12897048,5,7
12897051,5,18
12897097,4,6
12897099,5,2
12897119,5,7
12897125,5,2
12897132,4,1
12897179,5,1
12897194,6,6
12897218,5,1
12897256,5,8
12897273,5,1
12897274,5,4
12897276,5,1
12897316,6,4
12897324,5,11
12897340,6,4
12897346,6,4
12897361,6,2
12897369,6,7
12897391,6,7
12897416,5,4
12897433,5,1
12897444,5,3
12897452,6,1
12897461,4,1
12897473,6,3
12897474,6,1
12897478,5,7
12897479,5,5
12897499,5,5
12897519,5,4
12897524,5,2
12897565,6,2
12897611,6,5
12897618,4,1
12897659,5,6
12897805,5,8
12897846,5,3
12897851,5,3
12897877,5,1
12897886,4,1
12897892,6,2
12897902,4,5
12897904,5,3
12897906,6,3
12897914,5,3
12897916,4,1
12897918,5,2
12897919,5,3
12897922,6,1
12897939,5,1
12897957,6,2
12897964,5,3
12897981,5,8
12897983,5,3
12897985,5,2
12897988,5,2
12898016,5,2
12898017,5,3
12898028,6,2
12898030,5,1
12898079,4,3
12898105,6,3
12898106,6,2
12898122,4,3
12898159,5,2
12898164,5,2
12898173,4,1
12898191,5,1
12898204,5,6
12898211,5,1
12898213,5,2
12898453,5,1
12898454,5,3
12898459,5,2
12898473,6,4
12898480,4,4
12898488,5,4
12898495,5,2
12898502,5,2
12898508,5,7
12898523,5,6
12898526,5,1
12898529,5,3
12898533,5,10
12898542,5,3
12898543,5,4
12898548,5,1
12898551,5,2
12898558,4,1
12898559,5,3
12898567,5,1
12898581,5,1
12898585,5,1
12898589,6,3
12898593,5,4
12898596,5,2
12898600,7,3
12898629,6,2
12898648,6,2
12898651,5,2
12898655,5,2
12898661,4,2
12898672,5,2
12898735,5,5
12898747,5,13
12898764,5,1
12898769,7,2
12898787,4,3
12898846,5,3
12898855,5,2
12898916,4,4
12898993,5,2
12899080,7,1
12899081,7,1
12899083,6,2
12899087,6,2
12899089,5,1
12899149,3,3
12899152,5,1
12899156,5,6
12899164,5,4
12899198,4,1
12899202,6,2
12899208,5,2
12899248,5,10
12899249,5,3
12899254,6,1
12899274,5,7
12899281,5,1
12899293,5,2
12899299,5,8
12899312,5,1
12899321,5,6
12899322,5,1
12899382,6,7
12899389,4,1
12899402,6,7
12899407,7,4
12899476,5,5
12899486,5,1
12899491,5,3
12899524,6,1
12899532,5,1
12899538,5,9
12899583,5,1
12899588,4,1
12899606,5,1
12899618,5,1
12899658,5,1
12899663,4,1
12899675,5,1
12899702,5,3
12899716,5,3
12899738,5,6
12900352,5,2
12900376,6,1
12900396,5,4
12900401,5,4
12900412,5,6
12900435,5,1
12900457,6,2
12900458,4,3
12900460,6,2
12900472,5,1
12900480,6,6
12900482,4,2
12900488,5,1
12900494,7,1
12900507,4,1
12900511,4,2
12900513,5,5
12900519,5,12
12900536,5,2
12900568,4,9
12900590,5,2
12900606,6,4
12900612,4,3
12900617,5,1
12900623,6,4
12900624,6,2
12900634,5,4
12900640,6,4
12900642,6,1
12900651,5,1
12900652,5,1
12900708,5,2
12900714,5,8
12900715,6,7
12900728,5,3
12900732,5,7
12900734,4,2
12900735,5,1
12900816,6,10
12900835,7,2
12900867,7,4
12900933,5,2
12900956,5,5
12900957,5,4
12900966,6,1
12901151,5,1
12901158,5,1
12901159,4,2
12901161,5,1
12901163,5,19
12901171,7,2
12901174,4,2
12901176,4,1
12901181,5,3
12901182,4,1
12901186,5,1
12901187,6,13
12901188,6,13
12901189,6,10
12901192,5,6
12901193,5,1
12901207,5,4
12901208,5,5
12901215,4,1
12901219,5,4
12901231,6,2
12901241,6,1
12901243,5,4
12901245,6,1
12901254,5,3
12901260,5,5
12901262,4,1
12901264,5,1
12901270,6,3
12901271,4,1
12901275,5,2
12901276,5,2
12901281,6,1
12901283,5,4
12901288,6,1
12901293,6,1
12901307,5,1
12901314,5,1
12901316,7,2
12901317,5,5
12901319,5,4
12901334,6,1
12901337,6,1
12901345,5,3
12901350,5,3
12901352,7,2
12901353,7,6
12901375,3,1
12901381,4,1
12901391,4,4
12901393,5,4
12901403,7,9
12901521,4,1
12901523,5,1
12901735,5,2
12901928,5,5
12901954,5,9
12901962,5,2
12901965,5,2
12901983,7,1
12901986,5,2
12901990,5,2
12901995,5,2
12902014,4,3
12902018,5,3
12902024,5,2
12902040,6,3
12902046,7,2
12902052,6,2
12902062,5,4
12902065,5,2
12902071,7,5
12902076,5,5
12902105,6,3
12902114,5,1
12902152,6,4
12902188,5,5
12902224,5,1
12902238,4,5
12902244,5,3
12902284,4,3
12902288,6,22
12902388,5,1
12902396,5,3
12902398,5,2
12902402,5,2
12902409,5,2
12902739,5,1
12902758,4,4
12902781,5,1
12902789,4,1
12902792,6,1
12902799,5,2
12902816,4,2
12902822,5,1
12902827,5,3
12902828,5,1
12902830,4,2
12902836,5,2
12902838,6,1
12902839,5,1
12902848,4,1
12902861,5,1
12902864,5,1
12902865,7,1
12902869,5,1
12902878,5,2
12902879,6,2
12902893,4,2
12902896,5,1
12902916,4,1
12902929,3,1
12902930,5,1
12902956,6,1
12902961,5,3
12902975,4,6
12902982,6,2
12903002,6,2
12903031,5,9
12903041,6,3
12903050,5,4
12903067,5,1
12903068,7,4
12903074,6,2
12903080,5,3
12903092,5,1
12903093,5,5
12903094,5,4
12903108,5,2
12903109,6,2
12903113,5,2
12903115,5,2
12903117,5,2
12903128,5,5
12903150,5,5
12903153,5,3
12903195,5,3
12903218,5,1
12903223,5,1
12903226,6,3
12903237,4,1
12903411,5,1
12903450,5,4
12903479,4,3
12903498,5,3
12903501,7,2
12903510,6,3
12903517,5,3
12903525,4,2
12903539,5,1
12903556,5,5
12903606,6,7
12903649,4,3
12903658,6,4
12903666,5,2
12903680,4,8
12903685,6,2
12903736,5,1
12903747,5,1
12903767,5,2
12903780,5,6
12903802,6,10
12903818,5,1
12903819,5,2
12903820,5,5
12903838,4,5
12903839,4,2
12903843,5,2
12903848,5,1
12903850,6,2
12903876,5,2
12903890,5,2
12903933,5,2
12904004,3,6
12904037,4,4
12904039,5,1
12904040,5,19
12904140,5,4
12904524,5,1
12904527,5,1
12904529,5,4
12904530,6,5
12904543,5,1
12904557,5,1
12904560,5,3
12904565,4,2
12904574,5,3
12904623,6,7
12904646,4,5
12904650,5,1
12904656,4,3
12904667,5,1
12904670,7,2
12904673,4,1
12904681,4,4
12904685,5,3
12904698,4,1
12904705,7,2
12904714,5,3
12904722,5,2
12904723,6,4
12904727,7,3
12904742,5,1
12904744,4,1
12904750,6,3
12904752,5,1
12904755,6,3
12904759,5,2
12904761,6,3
12904769,4,1
12904778,6,7
12904779,7,5
12904787,5,1
12904807,5,2
12904808,5,4
12904811,6,1
12904828,6,2
12904830,6,4
12904853,4,2
12904857,5,3
12904865,4,1
12904871,5,9
12904878,6,1
12904880,4,1
12904886,5,1
12904936,5,7
12904952,7,5
12904957,5,1
12904983,5,2
12904985,6,5
12904992,5,1
12905014,5,1
12905024,5,6
12905026,5,2
12905027,5,1
12905031,5,3
12905040,5,1
12905044,5,5
12905053,5,1
12905055,5,5
12905059,4,1
12905077,5,6
12905106,4,3
12905112,5,2
12905132,5,3
12905138,5,3
12905160,6,2
12905453,5,3
12905473,5,5
12905484,5,1
12905494,5,3
12905500,5,1
12905511,5,2
12905519,5,2
12905540,4,1
12905542,5,3
12905553,6,2
12905645,6,6
12905670,4,2
12905672,7,5
12905679,5,2
12905697,5,1
12905711,5,6
12905726,5,3
12905769,5,2
12905780,4,1
12905962,5,5
12906019,6,1
12906024,6,6
12906035,5,1
12906070,6,1
12906247,4,2
12906255,5,1
12906286,5,1
12906301,5,4
12906303,5,1
12906311,5,3
12906312,5,6
12906317,4,1
12906334,4,3
12906342,4,2
12906347,5,1
12906349,5,4
12906352,5,7
12906356,4,1
12906374,6,4
12906399,5,6
12906401,6,4
12906431,5,1
12906442,5,6
12906448,7,16
12906452,5,1
12906460,5,4
12906532,4,1
12906550,4,1
12906557,4,2
12906564,6,4
12906571,4,5
12906575,5,4
12906585,5,4
12906595,7,3
12906603,5,3
12906619,7,2
12906637,5,4
12906661,5,4
12906669,6,9
12906682,6,1
12906692,7,1
12906704,4,2
12907118,4,2
12907119,5,2
12907120,5,3
12907162,5,9
12907170,5,4
12907173,5,3
12907192,6,5
12907195,6,4
12907200,5,4
12907209,5,6
12907216,4,2
12907221,6,8
12907223,5,1
12907252,4,5
12907260,4,1
12907269,4,1
12907302,5,1
12907329,7,13
12907341,7,13
12907351,5,5
12907355,5,3
12907357,5,4
12907380,7,4
12907381,5,3
12907393,5,3
12907404,5,4
12907422,7,12
12907436,5,1
12907438,6,2
12907449,4,2
12907452,5,4
12907456,5,3
12907463,6,4
12907510,4,2
12907518,5,4
12907522,6,6
12907746,6,1
12907747,4,3
12907750,4,1
12907813,5,4
12907828,5,1
12907836,7,1
12907845,5,2
12907873,5,3
12907875,6,3
12907908,5,4
12907919,6,5
12907941,5,4
12907962,6,4
12907963,7,4
12907992,5,1
12907997,5,5
12908023,5,1
12908030,5,3
12908047,5,4
12908075,5,5
12908110,5,1
12908152,5,4
12908161,6,2
12908162,5,4
12908168,6,4
12908180,4,2
12908199,5,3
12908239,7,2
12908283,6,6
12908306,4,2
12908366,4,4
12909296,5,3
12909306,5,2
12909338,4,1
12909344,5,3
12909348,5,2
12909402,5,2
12909410,4,3
12909418,5,3
12909422,5,2
12909431,5,1
12909435,5,2
12909437,6,3
12909439,7,1
12909444,5,4
12909449,5,5
12909455,6,6
12909458,5,1
12909462,6,1
12909469,4,3
12909474,5,7
12909476,5,1
12909510,5,4
12909526,6,2
12909532,5,3
12909552,5,1
12909554,6,2
12909558,4,2
12909573,4,3
12909609,5,4
12909616,6,7
12909649,4,1
12909651,6,2
12909652,5,1
12909670,5,3
12909678,5,2
12909680,4,2
12909681,6,3
12909686,5,2
12909694,5,4
12909748,5,2
12909749,4,2
12909755,5,2
12909760,6,2
12909771,5,1
12909774,6,1
12909780,5,1
12909783,6,1
12909793,5,4
12909830,4,2
12909831,6,1
12909834,5,3
12909836,4,3
12909849,4,2
12909916,6,3
12909923,5,5
12910217,5,3
12910265,7,1
12910266,6,3
12910293,5,2
12910294,5,2
12910296,6,3
12910309,4,3
12910329,5,1
12910335,5,3
12910343,5,2
12910383,5,3
12910390,5,9
12910404,4,1
12910415,5,2
12910433,4,5
12910441,6,10
12910443,4,2
12910446,7,2
12910461,4,7
12910483,4,1
12910535,4,3
12910564,6,7
12910620,5,2
12910662,5,3
12910665,4,4
12910669,4,1
12910696,6,1
12910722,5,4
12910724,5,2
12910757,6,2
12910767,7,1
12910771,5,1
12910862,4,3
12910908,5,3
12910913,5,1
12910981,5,1
12910988,5,3
12910992,5,2
12911010,5,4
12911021,5,7
12911023,5,7
12911030,7,2
12911117,5,1
12911125,5,7
12911165,5,1
12911215,6,5
12911216,5,1
12911240,6,4
12911261,5,1
12911264,5,4
12911266,5,4
12911308,7,4
12911311,5,5
12911316,4,1
12911318,5,3
12911321,5,1
12911338,5,1
12911340,5,5
12911344,5,1
12911352,4,1
12911361,4,1
12911371,7,1
12911378,4,2
12911404,5,1
12911413,4,1
12911417,5,3
12911421,4,2
12911425,4,2
12911426,4,3
12911451,7,4
12911471,6,5
12911475,5,2
12911480,5,3
12911489,6,9
12911494,5,4
12911717,5,4
12911718,4,1
12911727,6,14
12911747,5,2
12911760,5,1
12911766,5,3
12911777,4,4
12911782,5,3
12911784,5,1
12911787,4,4
12911789,5,2
12911800,5,2
12911815,5,1
12911818,5,1
12911827,4,2
12911829,5,1
12911835,5,1
12911841,4,1
12911859,5,5
12911864,6,4
12911870,5,1
12911871,5,2
12911872,5,2
12911874,5,4
12911884,5,1
12911890,5,5
12911896,6,1
12911901,5,1
12911927,6,5
12911981,5,1
12911984,5,1
12911995,5,1
12911997,5,3
12912012,5,5
12912020,6,2
12912072,5,6
12912115,5,3
12912135,7,4
12912136,5,2
12912149,7,8
12912150,5,3
12912152,5,1
12912183,5,4
12912464,5,1
12912555,5,8
12912780,6,1
12912894,5,4
12912944,7,10
12912982,5,5
12913364,6,3
12913365,5,1
12913368,5,2
12913371,5,5
12913377,5,4
12913378,5,3
12913390,5,1
12913400,5,3
12913421,5,2
12913423,6,7
12913436,4,7
12913444,5,5
12913454,5,3
12913515,5,6
12913521,5,2
12913525,5,5
12913530,5,4
12913532,5,2
12913535,5,3
12913543,6,3
12913544,6,5
12913552,6,2
12913564,5,5
12913570,5,4
12913582,6,5
12913583,5,1
12913589,6,7
12913594,6,3
12913603,5,4
12913608,5,4
12913624,5,1
12913641,6,2
12913657,5,2
12913694,3,2
12913696,4,2
12913737,5,5
12913752,5,5
12913755,5,2
12913766,5,4
12913767,6,5
12913770,4,2
12913786,5,4
12913813,6,3
12913825,7,4
12913826,5,3
12913829,6,2
12913835,5,1
12913840,6,7
12913852,4,1
